Date/Time,Reader,Place,Card number,Room name,ID of tenant
9/3/2024 8:12,86067,G4 ENTRY TS1,537154,Outside,230
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,815520,Outside,13
9/3/2024 8:12,86003,G4 ENTRY 3,541996,Outside,230
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,803984,,14
9/3/2024 8:12,86094,G3 ENTRY 3 QR,537869,via FR App.,65
9/3/2024 8:12,CB044,G1 ENTRY 2Z,834054,,65
9/3/2024 8:12,86005,G5 ENTRY 3,553716,,65
9/3/2024 8:12,CB076,G1 ENTRY 3Z,806640,,65
9/3/2024 8:12,87071,G3 ENTRY 3Z,537869,,65
9/3/2024 8:12,86047,G5 ENTRY 2Z,547129,Outside,229
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,549533,Outside,230
9/3/2024 8:12,86084,G5 ENTRY 2 QR,547129,via FR App.,229
9/3/2024 8:12,8D010,G1 ENTRY 2,834054,via FR App.,65
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,543686,Outside,230
9/3/2024 8:12,8D010,G1 ENTRY 2,834054,,65
9/3/2024 8:12,86004,G5 ENTRY 1,830120,,13
9/3/2024 8:12,86019,G4 ENTRY 3 QR,809720,via FR App.,65
9/3/2024 8:12,86014,G3 ENTRY TS,768410,,65
9/3/2024 8:12,CB076,G1 ENTRY 3Z,914059,,65
9/3/2024 8:12,8D010,G1 ENTRY 2,769890,via FR App.,65
9/3/2024 8:12,86003,G4 ENTRY 3,809720,,65
9/3/2024 8:12,CB044,G1 ENTRY 2Z,769890,,65
9/3/2024 8:12,86013,G3 ENTRY 1,830169,,13
9/3/2024 8:12,86067,G4 ENTRY TS1,556936,Outside,230
9/3/2024 8:12,86014,G3 ENTRY TS,541843,Outside,230
9/3/2024 8:12,8D073,G1 ENTRY 1,552885,,65
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,821374,,13
9/3/2024 8:12,86015,G5 ENTRY 1Z,1799,,65
9/3/2024 8:12,86013,G3 ENTRY 1,824513,,13
9/3/2024 8:12,86013,G3 ENTRY 1,809865,,65
9/3/2024 8:12,86067,G4 ENTRY TS1,558353,Outside,230
9/3/2024 8:12,86013,G3 ENTRY 1,809885,,65
9/3/2024 8:12,86014,G3 ENTRY TS,558409,Outside,230
9/3/2024 8:12,86003,G4 ENTRY 3,809100,,13
9/3/2024 8:12,8D073,G1 ENTRY 1,800458,,13
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,531241,Outside,230
9/3/2024 8:12,8.00E+44,G5 ENTRY TS,801492,,13
9/3/2024 8:12,86078,G3 ENTRY 3,558429,Outside,230
9/3/2024 8:12,86029,G3 ENTRY 1 QR,778282,via FR App.,13
9/3/2024 8:12,86002,G4 ENTRY 2,811436,,65
9/3/2024 8:12,86013,G3 ENTRY 1,778282,,13
9/3/2024 8:12,86003,G4 ENTRY 3,826714,Outside,13
9/3/2024 8:12,8D073,G1 ENTRY 1,550737,Outside,13
9/3/2024 8:12,86078,G3 ENTRY 3,811657,,13
9/3/2024 8:11,86019,G4 ENTRY 3 QR,807495,via FR App.,65
9/3/2024 8:11,86073,G4 ENTRY 3Z,807495,,65
9/3/2024 8:11,86017,G4 ENTRY 1 QR,911423,via FR App.,65
9/3/2024 8:11,86001,G4 ENTRY 1,911423,,65
9/3/2024 8:11,CB076,G1 ENTRY 3Z,893351,,65
9/3/2024 8:11,86078,G3 ENTRY 3,558628,Outside,230
9/3/2024 8:11,8.00E+44,G5 ENTRY TS,548058,Outside,230
9/3/2024 8:11,86018,G4 ENTRY 2 QR,828554,via FR App.,65
9/3/2024 8:11,86019,G4 ENTRY 3 QR,893714,via FR App.,65
9/3/2024 8:11,86073,G4 ENTRY 3Z,893714,,65
9/3/2024 8:11,8.00E+44,G5 ENTRY TS,555281,Outside,230
9/3/2024 8:11,86002,G4 ENTRY 2,828554,,65
9/3/2024 8:11,8D073,G1 ENTRY 1,558672,Outside,230
9/3/2024 8:11,86028,G3 ENTRY 2 QR,826482,via FR App.,65
9/3/2024 8:11,86012,G3 ENTRY 2,826482,,65
9/3/2024 8:11,8.00E+44,G5 ENTRY TS,557230,Outside,230
9/3/2024 8:11,8D010,G1 ENTRY 2,520875,Outside,13
9/3/2024 8:11,86008,G2 ENTRY1,855496,,13
9/3/2024 8:11,86005,G5 ENTRY 3,916943,,13
9/3/2024 8:11,8D009,G1 ENTRY TS,528758,Nahdah Entrance,14
9/3/2024 8:11,8D073,G1 ENTRY 1,558637,Outside,230
9/3/2024 8:11,8D010,G1 ENTRY 2,765128,via FR App.,65
9/3/2024 8:11,86067,G4 ENTRY TS1,548307,Outside,230
9/3/2024 8:11,CB044,G1 ENTRY 2Z,765128,,65
9/3/2024 8:11,86017,G4 ENTRY 1 QR,754922,via FR App.,65
9/3/2024 8:11,86009,G4 ENTRY 1Z,754922,,65
9/3/2024 8:11,86003,G4 ENTRY 3,521581,Outside,230
9/3/2024 8:11,86028,G3 ENTRY 2 QR,834,via FR App.,65
9/3/2024 8:11,87039,G3 ENTRY 2Z,834,,65
9/3/2024 8:11,86005,G5 ENTRY 3,916943,,13
9/3/2024 8:11,86008,G2 ENTRY1,809176,,13
9/3/2024 8:11,86002,G4 ENTRY 2,534486,,230
9/3/2024 8:11,86003,G4 ENTRY 3,773131,,65
9/3/2024 8:11,8D010,G1 ENTRY 2,852545,,13
9/3/2024 8:11,87071,G3 ENTRY 3Z,810528,Outside,13
9/3/2024 8:11,86111,G5 ENTRY TSZ,260299,,13
9/3/2024 8:11,86001,G4 ENTRY 1,806693,,65
9/3/2024 8:11,8D010,G1 ENTRY 2,818688,via FR App.,65
9/3/2024 8:11,86018,G4 ENTRY 2 QR,757653,via FR App.,65
9/3/2024 8:11,CB044,G1 ENTRY 2Z,818688,,65
9/3/2024 8:11,86021,G5 ENTRY 3 QR,534880,via FR App.,65
9/3/2024 8:11,86041,G4 ENTRY 2Z,757653,,65
9/3/2024 8:11,8.00E+44,G5 ENTRY TS,544498,Outside,230
9/3/2024 8:11,86019,G4 ENTRY 3 QR,893676,via FR App.,65
9/3/2024 8:11,86079,G5 ENTRY 3Z,534880,,65
9/3/2024 8:11,86073,G4 ENTRY 3Z,893676,,65
9/3/2024 8:11,CB076,G1 ENTRY 3Z,537981,,65
9/3/2024 8:11,86067,G4 ENTRY TS1,547823,Outside,230
9/3/2024 8:11,86078,G3 ENTRY 3,894774,,65
9/3/2024 8:11,86028,G3 ENTRY 2 QR,773373,via FR App.,65
9/3/2024 8:11,86009,G4 ENTRY 1Z,558362,,65
9/3/2024 8:11,86012,G3 ENTRY 2,773373,,65
9/3/2024 8:11,86002,G4 ENTRY 2,878166,,13
9/3/2024 8:11,86017,G4 ENTRY 1 QR,558362,via FR App.,65
9/3/2024 8:11,8.00E+44,G5 ENTRY TS,552930,Outside,230
9/3/2024 8:11,86003,G4 ENTRY 3,553179,Outside,230
9/3/2024 8:10,86012,G3 ENTRY 2,552122,Outside,230
9/3/2024 8:10,86001,G4 ENTRY 1,766846,,65
9/3/2024 8:10,86002,G4 ENTRY 2,542593,Outside,230
9/3/2024 8:10,86029,G3 ENTRY 1 QR,778510,via FR App.,65
9/3/2024 8:10,86004,G5 ENTRY 1,882695,Outside,13
9/3/2024 8:10,86028,G3 ENTRY 2 QR,807209,via FR App.,65
9/3/2024 8:10,86008,G2 ENTRY1,535339,Outside,230
9/3/2024 8:10,86013,G3 ENTRY 1,778510,,65
9/3/2024 8:10,86021,G5 ENTRY 3 QR,762097,via FR App.,65
9/3/2024 8:10,86008,G2 ENTRY1,816911,,13
9/3/2024 8:10,86079,G5 ENTRY 3Z,762097,,65
9/3/2024 8:10,8D010,G1 ENTRY 2,553101,Outside,230
9/3/2024 8:10,86002,G4 ENTRY 2,759901,,65
9/3/2024 8:10,86078,G3 ENTRY 3,919615,,65
9/3/2024 8:10,87039,G3 ENTRY 2Z,770816,,65
9/3/2024 8:10,86028,G3 ENTRY 2 QR,770816,via FR App.,65
9/3/2024 8:10,86024,G2 ENTRY1 QR,993621,via FR App.,65
9/3/2024 8:10,8B002,G2 ENTRY 1Z,993621,,65
9/3/2024 8:10,86029,G3 ENTRY 1 QR,897216,via FR App.,65
9/3/2024 8:10,86018,G4 ENTRY 2 QR,899518,via FR App.,65
9/3/2024 8:10,86014,G3 ENTRY TS,551400,Outside,230
9/3/2024 8:10,86008,G2 ENTRY1,539756,Outside,230
9/3/2024 8:10,86028,G3 ENTRY 2 QR,868512,via FR App.,65
9/3/2024 8:10,86014,G3 ENTRY TS,537004,Outside,230
9/3/2024 8:10,86078,G3 ENTRY 3,538581,Outside,230
9/3/2024 8:10,86028,G3 ENTRY 2 QR,868512,via FR App.,65
9/3/2024 8:10,86021,G5 ENTRY 3 QR,710148,via FR App.,65
9/3/2024 8:10,87039,G3 ENTRY 2Z,868512,,65
9/3/2024 8:10,86079,G5 ENTRY 3Z,710148,,65
9/3/2024 8:10,86013,G3 ENTRY 1,557656,Outside,230
9/3/2024 8:10,86008,G2 ENTRY1,534098,,65
9/3/2024 8:10,8.00E+44,G5 ENTRY TS,525043,Outside,230
9/3/2024 8:10,86012,G3 ENTRY 2,830490,,65
9/3/2024 8:10,8D073,G1 ENTRY 1,802549,Outside,13
9/3/2024 8:10,86008,G2 ENTRY1,897348,,13
9/3/2024 8:10,86002,G4 ENTRY 2,539068,Outside,230
9/3/2024 8:10,86001,G4 ENTRY 1,832315,,13
9/3/2024 8:10,86005,G5 ENTRY 3,862145,,13
9/3/2024 8:10,8D073,G1 ENTRY 1,552293,Outside,230
9/3/2024 8:09,86084,G5 ENTRY 2 QR,881822,via FR App.,65
9/3/2024 8:09,86068,G5 ENTRY 2,881822,,65
9/3/2024 8:09,8.00E+44,G5 ENTRY TS,536733,,13
9/3/2024 8:09,86003,G4 ENTRY 3,1001,,13
9/3/2024 8:09,86008,G2 ENTRY1,837456,Outside,13
9/3/2024 8:09,86017,G4 ENTRY 1 QR,1780,via FR App.,65
9/3/2024 8:09,86009,G4 ENTRY 1Z,1780,,65
9/3/2024 8:09,8D010,G1 ENTRY 2,893125,via FR App.,65
9/3/2024 8:09,86003,G4 ENTRY 3,520899,Outside,230
9/3/2024 8:09,86013,G3 ENTRY 1,551365,Outside,230
9/3/2024 8:09,CB044,G1 ENTRY 2Z,893125,,65
9/3/2024 8:09,86005,G5 ENTRY 3,898042,Outside,13
9/3/2024 8:09,86028,G3 ENTRY 2 QR,768689,via FR App.,65
9/3/2024 8:09,87039,G3 ENTRY 2Z,768689,,65
9/3/2024 8:09,86084,G5 ENTRY 2 QR,549688,via FR App.,13
9/3/2024 8:09,86024,G2 ENTRY1 QR,823989,via FR App.,65
9/3/2024 8:09,86002,G4 ENTRY 2,889455,,65
9/3/2024 8:09,86047,G5 ENTRY 2Z,549688,,13
9/3/2024 8:09,86014,G3 ENTRY TS,879858,,13
9/3/2024 8:09,86068,G5 ENTRY 2,549688,,13
9/3/2024 8:09,86001,G4 ENTRY 1,897605,Outside,230
9/3/2024 8:09,86012,G3 ENTRY 2,768689,,65
9/3/2024 8:09,86005,G5 ENTRY 3,768785,,65
9/3/2024 8:09,86067,G4 ENTRY TS1,536036,Outside,230
9/3/2024 8:09,8D073,G1 ENTRY 1,897238,,13
9/3/2024 8:09,8D009,G1 ENTRY TS,873738,,13
9/3/2024 8:09,8B002,G2 ENTRY 1Z,823989,,65
9/3/2024 8:09,86019,G4 ENTRY 3 QR,808912,via FR App.,65
9/3/2024 8:09,86002,G4 ENTRY 2,544136,Outside,230
9/3/2024 8:09,86073,G4 ENTRY 3Z,808912,,65
9/3/2024 8:09,86024,G2 ENTRY1 QR,804767,via FR App.,13
9/3/2024 8:09,86017,G4 ENTRY 1 QR,899564,via FR App.,65
9/3/2024 8:09,8B002,G2 ENTRY 1Z,804767,,13
9/3/2024 8:09,86018,G4 ENTRY 2 QR,539647,via FR App.,65
9/3/2024 8:09,86001,G4 ENTRY 1,899564,,65
9/3/2024 8:09,86002,G4 ENTRY 2,539647,,65
9/3/2024 8:09,8D073,G1 ENTRY 1,711464,,65
9/3/2024 8:09,CB076,G1 ENTRY 3Z,711464,,65
9/3/2024 8:09,86073,G4 ENTRY 3Z,823133,,13
9/3/2024 8:09,86094,G3 ENTRY 3 QR,823310,via FR App.,65
9/3/2024 8:09,86002,G4 ENTRY 2,540951,Outside,13
9/3/2024 8:09,87071,G3 ENTRY 3Z,823310,,65
9/3/2024 8:09,86017,G4 ENTRY 1 QR,763944,via FR App.,65
9/3/2024 8:09,86003,G4 ENTRY 3,906834,Outside,13
9/3/2024 8:09,86005,G5 ENTRY 3,894528,,65
9/3/2024 8:09,86018,G4 ENTRY 2 QR,816775,via FR App.,65
9/3/2024 8:09,86009,G4 ENTRY 1Z,763944,,65
9/3/2024 8:09,86002,G4 ENTRY 2,816775,,65
9/3/2024 8:09,8.00E+44,G5 ENTRY TS,533747,Outside,230
9/3/2024 8:09,86014,G3 ENTRY TS,531333,Outside,230
9/3/2024 8:09,86012,G3 ENTRY 2,802728,,229
9/3/2024 8:09,86073,G4 ENTRY 3Z,758529,,65
9/3/2024 8:09,86019,G4 ENTRY 3 QR,758529,via FR App.,65
9/3/2024 8:09,86084,G5 ENTRY 2 QR,762644,via FR App.,65
9/3/2024 8:09,8D010,G1 ENTRY 2,759452,via FR App.,65
9/3/2024 8:09,CB044,G1 ENTRY 2Z,759452,,65
9/3/2024 8:09,8D073,G1 ENTRY 1,530060,Outside,230
9/3/2024 8:09,86047,G5 ENTRY 2Z,762644,,65
9/3/2024 8:09,86002,G4 ENTRY 2,515256,Outside,230
9/3/2024 8:09,86094,G3 ENTRY 3 QR,778198,via FR App.,65
9/3/2024 8:09,86014,G3 ENTRY TS,543900,Outside,230
9/3/2024 8:09,86003,G4 ENTRY 3,880270,,13
9/3/2024 8:09,86005,G5 ENTRY 3,829462,,13
9/3/2024 8:09,CB044,G1 ENTRY 2Z,867222,Outside,13
9/3/2024 8:09,86072,G2 ENTRY TS,843998,,13
9/3/2024 8:09,86008,G2 ENTRY1,517178,Outside,230
9/3/2024 8:09,8D073,G1 ENTRY 1,817924,Outside,13
9/3/2024 8:08,86018,G4 ENTRY 2 QR,773440,via FR App.,65
9/3/2024 8:08,8D010,G1 ENTRY 2,519755,via FR App.,13
9/3/2024 8:08,86001,G4 ENTRY 1,544584,Outside,230
9/3/2024 8:08,86041,G4 ENTRY 2Z,773440,,65
9/3/2024 8:08,8D010,G1 ENTRY 2,519755,,13
9/3/2024 8:08,86012,G3 ENTRY 2,558531,Outside,230
9/3/2024 8:08,86019,G4 ENTRY 3 QR,516203,via FR App.,13
9/3/2024 8:08,CB076,G1 ENTRY 3Z,847949,,65
9/3/2024 8:08,86017,G4 ENTRY 1 QR,847686,via FR App.,65
9/3/2024 8:08,86073,G4 ENTRY 3Z,516203,,13
9/3/2024 8:08,86009,G4 ENTRY 1Z,847686,,65
9/3/2024 8:08,86078,G3 ENTRY 3,525027,Outside,230
9/3/2024 8:08,8D010,G1 ENTRY 2,711079,,13
9/3/2024 8:08,86028,G3 ENTRY 2 QR,819577,via FR App.,13
9/3/2024 8:08,86002,G4 ENTRY 2,775570,Outside,65
9/3/2024 8:08,86021,G5 ENTRY 3 QR,893702,via FR App.,65
9/3/2024 8:08,86012,G3 ENTRY 2,819577,,13
9/3/2024 8:08,8D010,G1 ENTRY 2,710742,,65
9/3/2024 8:08,86005,G5 ENTRY 3,893702,,65
9/3/2024 8:08,8.00E+44,G5 ENTRY TS,873219,,13
9/3/2024 8:08,CB076,G1 ENTRY 3Z,815531,Outside,13
9/3/2024 8:08,86003,G4 ENTRY 3,852482,,13
9/3/2024 8:08,86013,G3 ENTRY 1,801716,,65
9/3/2024 8:08,86024,G2 ENTRY1 QR,826430,via FR App.,13
9/3/2024 8:08,86012,G3 ENTRY 2,558124,Outside,230
9/3/2024 8:08,8D073,G1 ENTRY 1,1745,,65
9/3/2024 8:08,8D010,G1 ENTRY 2,549016,,13
9/3/2024 8:08,86001,G4 ENTRY 1,818561,,13
9/3/2024 8:08,86008,G2 ENTRY1,826430,,13
9/3/2024 8:08,86072,G2 ENTRY TS,555343,,13
9/3/2024 8:08,86003,G4 ENTRY 3,537659,,13
9/3/2024 8:08,86018,G4 ENTRY 2 QR,770673,via FR App.,65
9/3/2024 8:08,86094,G3 ENTRY 3 QR,539193,via FR App.,65
9/3/2024 8:08,86014,G3 ENTRY TS,547787,Outside,230
9/3/2024 8:08,8D010,G1 ENTRY 2,542158,Outside,13
9/3/2024 8:08,87071,G3 ENTRY 3Z,539193,,65
9/3/2024 8:08,CB076,G1 ENTRY 3Z,808414,,65
9/3/2024 8:08,86008,G2 ENTRY1,760397,,65
9/3/2024 8:08,86013,G3 ENTRY 1,557082,Outside,230
9/3/2024 8:08,86001,G4 ENTRY 1,550887,Outside,230
9/3/2024 8:08,86024,G2 ENTRY1 QR,760114,via FR App.,65
9/3/2024 8:08,86028,G3 ENTRY 2 QR,521939,via FR App.,230
9/3/2024 8:08,8B002,G2 ENTRY 1Z,760114,,65
9/3/2024 8:08,86005,G5 ENTRY 3,914117,,13
9/3/2024 8:08,86012,G3 ENTRY 2,521939,Outside,230
9/3/2024 8:08,CB076,G1 ENTRY 3Z,895772,,65
9/3/2024 8:08,86019,G4 ENTRY 3 QR,764679,via FR App.,65
9/3/2024 8:08,8D010,G1 ENTRY 2,546148,Outside,230
9/3/2024 8:08,86094,G3 ENTRY 3 QR,757724,via FR App.,65
9/3/2024 8:08,86013,G3 ENTRY 1,558558,Outside,230
9/3/2024 8:08,86012,G3 ENTRY 2,809759,,65
9/3/2024 8:08,87071,G3 ENTRY 3Z,757724,,65
9/3/2024 8:08,8D073,G1 ENTRY 1,522740,,13
9/3/2024 8:08,8D010,G1 ENTRY 2,710776,via FR App.,65
9/3/2024 8:08,86024,G2 ENTRY1 QR,827304,via FR App.,65
9/3/2024 8:08,CB044,G1 ENTRY 2Z,710776,,65
9/3/2024 8:08,86008,G2 ENTRY1,827304,,65
9/3/2024 8:08,8D009,G1 ENTRY TS,880922,,13
9/3/2024 8:08,86079,G5 ENTRY 3Z,760270,Outside,65
9/3/2024 8:08,86003,G4 ENTRY 3,814673,,13
9/3/2024 8:08,86001,G4 ENTRY 1,827057,,13
9/3/2024 8:07,8D073,G1 ENTRY 1,830704,,13
9/3/2024 8:07,86084,G5 ENTRY 2 QR,807412,via FR App.,65
9/3/2024 8:07,86012,G3 ENTRY 2,809446,,13
9/3/2024 8:07,86072,G2 ENTRY TS,558207,Outside,230
9/3/2024 8:07,8D010,G1 ENTRY 2,816600,,13
9/3/2024 8:07,86047,G5 ENTRY 2Z,807412,,65
9/3/2024 8:07,86012,G3 ENTRY 2,250678,Outside,229
9/3/2024 8:07,86018,G4 ENTRY 2 QR,834762,via FR App.,65
9/3/2024 8:07,86003,G4 ENTRY 3,829087,,65
9/3/2024 8:07,8D073,G1 ENTRY 1,544474,Outside,230
9/3/2024 8:07,86094,G3 ENTRY 3 QR,809170,via FR App.,65
9/3/2024 8:07,86072,G2 ENTRY TS,558206,Outside,230
9/3/2024 8:07,87071,G3 ENTRY 3Z,809170,,65
9/3/2024 8:07,8.00E+44,G5 ENTRY TS,544856,Outside,230
9/3/2024 8:07,86028,G3 ENTRY 2 QR,806788,via FR App.,13
9/3/2024 8:07,8D010,G1 ENTRY 2,910298,via FR App.,65
9/3/2024 8:07,86012,G3 ENTRY 2,806788,,13
9/3/2024 8:07,86021,G5 ENTRY 3 QR,770870,via FR App.,65
9/3/2024 8:07,86067,G4 ENTRY TS1,554818,Outside,230
9/3/2024 8:07,86079,G5 ENTRY 3Z,770870,,65
9/3/2024 8:07,8D073,G1 ENTRY 1,534851,,13
9/3/2024 8:07,86028,G3 ENTRY 2 QR,801953,via FR App.,65
9/3/2024 8:07,86028,G3 ENTRY 2 QR,801953,via FR App.,65
9/3/2024 8:07,86017,G4 ENTRY 1 QR,832624,via FR App.,65
9/3/2024 8:07,87039,G3 ENTRY 2Z,801953,,65
9/3/2024 8:07,86013,G3 ENTRY 1,527897,,13
9/3/2024 8:07,86021,G5 ENTRY 3 QR,800495,via FR App.,65
9/3/2024 8:07,86003,G4 ENTRY 3,809703,,13
9/3/2024 8:07,86079,G5 ENTRY 3Z,800495,,65
9/3/2024 8:07,86008,G2 ENTRY1,557076,Outside,230
9/3/2024 8:07,86067,G4 ENTRY TS1,522545,Outside,230
9/3/2024 8:07,86028,G3 ENTRY 2 QR,542528,via FR App.,65
9/3/2024 8:07,86018,G4 ENTRY 2 QR,823544,via FR App.,65
9/3/2024 8:07,87039,G3 ENTRY 2Z,542528,,65
9/3/2024 8:07,86002,G4 ENTRY 2,823544,,65
9/3/2024 8:07,86019,G4 ENTRY 3 QR,894728,via FR App.,65
9/3/2024 8:07,86079,G5 ENTRY 3Z,821150,,65
9/3/2024 8:07,86001,G4 ENTRY 1,543566,,230
9/3/2024 8:07,86083,G4 ENTRY TS1 QR,528634,Outside,230
9/3/2024 8:07,86078,G3 ENTRY 3,809881,,65
9/3/2024 8:07,86073,G4 ENTRY 3Z,894728,,65
9/3/2024 8:07,86021,G5 ENTRY 3 QR,821150,via FR App.,65
9/3/2024 8:07,86079,G5 ENTRY 3Z,821150,,65
9/3/2024 8:07,86005,G5 ENTRY 3,821150,,65
9/3/2024 8:07,8D073,G1 ENTRY 1,805244,,65
9/3/2024 8:07,86001,G4 ENTRY 1,544096,,13
9/3/2024 8:07,86018,G4 ENTRY 2 QR,538022,via FR App.,65
9/3/2024 8:07,8D010,G1 ENTRY 2,894124,via FR App.,65
9/3/2024 8:07,86072,G2 ENTRY TS,558206,Outside,230
9/3/2024 8:07,86002,G4 ENTRY 2,538022,,65
9/3/2024 8:07,8D073,G1 ENTRY 1,832236,,13
9/3/2024 8:07,8B002,G2 ENTRY 1Z,808809,,13
9/3/2024 8:07,86017,G4 ENTRY 1 QR,700269,via FR App.,65
9/3/2024 8:07,86009,G4 ENTRY 1Z,700269,,65
9/3/2024 8:07,86012,G3 ENTRY 2,711356,,65
9/3/2024 8:06,86067,G4 ENTRY TS1,537258,Outside,230
9/3/2024 8:06,86002,G4 ENTRY 2,876659,,13
9/3/2024 8:06,86012,G3 ENTRY 2,826729,,65
9/3/2024 8:06,86008,G2 ENTRY1,821100,,13
9/3/2024 8:06,86094,G3 ENTRY 3 QR,774533,via FR App.,65
9/3/2024 8:06,86008,G2 ENTRY1,823810,,13
9/3/2024 8:06,86018,G4 ENTRY 2 QR,758053,via FR App.,65
9/3/2024 8:06,86041,G4 ENTRY 2Z,758053,Outside,65
9/3/2024 8:06,86072,G2 ENTRY TS,537442,Outside,230
9/3/2024 8:06,86002,G4 ENTRY 2,758053,Outside,65
9/3/2024 8:06,86001,G4 ENTRY 1,811702,Outside,230
9/3/2024 8:06,86012,G3 ENTRY 2,778265,,65
9/3/2024 8:06,86008,G2 ENTRY1,819619,,65
9/3/2024 8:06,8D073,G1 ENTRY 1,843943,,13
9/3/2024 8:06,86017,G4 ENTRY 1 QR,710201,via FR App.,65
9/3/2024 8:06,8D010,G1 ENTRY 2,893182,,65
9/3/2024 8:06,86009,G4 ENTRY 1Z,710201,,65
9/3/2024 8:06,86002,G4 ENTRY 2,821752,,13
9/3/2024 8:06,86002,G4 ENTRY 2,899610,,65
9/3/2024 8:06,86073,G4 ENTRY 3Z,768808,,65
9/3/2024 8:06,8D010,G1 ENTRY 2,250106,via FR App.,65
9/3/2024 8:06,8D073,G1 ENTRY 1,819791,Outside,169
9/3/2024 8:06,86067,G4 ENTRY TS1,554489,Outside,230
9/3/2024 8:06,CB044,G1 ENTRY 2Z,250106,,65
9/3/2024 8:06,86018,G4 ENTRY 2 QR,877769,via FR App.,65
9/3/2024 8:06,86001,G4 ENTRY 1,868954,,13
9/3/2024 8:06,86019,G4 ENTRY 3 QR,1843,via FR App.,65
9/3/2024 8:06,86067,G4 ENTRY TS1,722644,,13
9/3/2024 8:06,86041,G4 ENTRY 2Z,877769,,65
9/3/2024 8:06,86003,G4 ENTRY 3,1843,,65
9/3/2024 8:06,86068,G5 ENTRY 2,889290,,14
9/3/2024 8:06,CB076,G1 ENTRY 3Z,844735,,65
9/3/2024 8:06,8.00E+60,G5 ENTRY TS QR,896735,,13
9/3/2024 8:06,8D010,G1 ENTRY 2,828639,via FR App.,65
9/3/2024 8:06,86094,G3 ENTRY 3 QR,827377,via FR App.,65
9/3/2024 8:06,86002,G4 ENTRY 2,558665,Outside,230
9/3/2024 8:06,87071,G3 ENTRY 3Z,827377,,65
9/3/2024 8:06,8D010,G1 ENTRY 2,828639,,65
9/3/2024 8:06,86020,G5 ENTRY 1 QR,801330,via FR App.,65
9/3/2024 8:06,86079,G5 ENTRY 3Z,514682,Outside,230
9/3/2024 8:06,86021,G5 ENTRY 3 QR,514682,via FR App.,230
9/3/2024 8:06,CB044,G1 ENTRY 2Z,911878,Outside,13
9/3/2024 8:06,86005,G5 ENTRY 3,514682,Outside,230
9/3/2024 8:06,8D010,G1 ENTRY 2,911878,via FR App.,13
9/3/2024 8:06,86017,G4 ENTRY 1 QR,819543,via FR App.,65
9/3/2024 8:06,86009,G4 ENTRY 1Z,819543,,65
9/3/2024 8:06,8D073,G1 ENTRY 1,527284,Outside,13
9/3/2024 8:05,86002,G4 ENTRY 2,558552,Outside,230
9/3/2024 8:05,8D010,G1 ENTRY 2,546693,Outside,230
9/3/2024 8:05,86014,G3 ENTRY TS,830627,,65
9/3/2024 8:05,86021,G5 ENTRY 3 QR,762206,via FR App.,65
9/3/2024 8:05,87039,G3 ENTRY 2Z,764548,,65
9/3/2024 8:05,86028,G3 ENTRY 2 QR,764548,via FR App.,65
9/3/2024 8:05,86079,G5 ENTRY 3Z,762206,,65
9/3/2024 8:05,8D009,G1 ENTRY TS,546134,Outside,230
9/3/2024 8:05,86005,G5 ENTRY 3,762206,,65
9/3/2024 8:05,CB076,G1 ENTRY 3Z,876047,,65
9/3/2024 8:05,86067,G4 ENTRY TS1,834782,,230
9/3/2024 8:05,86002,G4 ENTRY 2,549946,Outside,230
9/3/2024 8:05,86003,G4 ENTRY 3,554968,Outside,230
9/3/2024 8:05,8D009,G1 ENTRY TS,557771,Outside,230
9/3/2024 8:05,86067,G4 ENTRY TS1,538386,Outside,230
9/3/2024 8:05,8D073,G1 ENTRY 1,814429,Outside,13
9/3/2024 8:05,86002,G4 ENTRY 2,829264,,13
9/3/2024 8:05,8.00E+60,G5 ENTRY TS QR,896735,,13
9/3/2024 8:05,86021,G5 ENTRY 3 QR,755977,via FR App.,65
9/3/2024 8:05,86008,G2 ENTRY1,536404,Outside,13
9/3/2024 8:05,86079,G5 ENTRY 3Z,755977,,65
9/3/2024 8:05,8D073,G1 ENTRY 1,107601,,13
9/3/2024 8:05,86003,G4 ENTRY 3,813617,,13
9/3/2024 8:05,86002,G4 ENTRY 2,542946,Outside,230
9/3/2024 8:05,86024,G2 ENTRY1 QR,764239,via FR App.,65
9/3/2024 8:05,8B002,G2 ENTRY 1Z,764239,,65
9/3/2024 8:05,8D073,G1 ENTRY 1,807325,,13
9/3/2024 8:05,86012,G3 ENTRY 2,898591,,65
9/3/2024 8:05,86008,G2 ENTRY1,847061,,13
9/3/2024 8:05,86028,G3 ENTRY 2 QR,827421,via FR App.,65
9/3/2024 8:05,86008,G2 ENTRY1,898308,,13
9/3/2024 8:05,86003,G4 ENTRY 3,554821,Outside,230
9/3/2024 8:05,86017,G4 ENTRY 1 QR,831796,via FR App.,13
9/3/2024 8:05,86001,G4 ENTRY 1,831796,,13
9/3/2024 8:05,86009,G4 ENTRY 1Z,831796,,13
9/3/2024 8:05,86018,G4 ENTRY 2 QR,517700,Outside,230
